RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,PrevDelq,RiskEst,TradesDelq,RevBalance/CreditLimit
Bad,66.0,122.0,0.0,51.0,31.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,37.0,6.0,62.0,0-4 months,5.0,40.0,5.0,4.0,2.0,82.0,No,High Risk,No,High
Good,60.0,2.0,5.0,138.0,18.0,0.0,0.0,86.0,0-9 months,30 days delinquent,30 days delinquent,1.0,1.0,29.0,No inquiries,1.0,71.0,5.0,2.0,2.0,89.0,Yes,High Risk,Yes,High
Bad,69.0,231.0,21.0,123.0,7.0,2.5,2.6,72.5,0-9 months,120+ days delinquent,derogatory comment,12.0,0.0,17.0,no “hard” inquiries,0.0,0.0,1.0,1.0,0.0,40.0,Yes,High Risk,Yes,Low
Good,76.0,193.0,9.0,90.0,32.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,35.0,2.0,40.0,0-4 months,1.0,37.0,3.0,1.0,1.0,67.0,No,Low Risk,No,High
Bad,68.0,134.0,3.0,45.0,28.0,1.0,0.0,94.0,50-59 months,unknown delinquency,60 days delinquent,31.0,7.0,45.0,0-4 months,3.0,23.0,4.0,3.0,1.0,58.0,Yes,High Risk,Yes,High
Good,86.0,439.0,2.0,112.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,2.0,57.0,0-4 months,3.0,26.0,3.0,2.0,0.0,83.0,No,Low Risk,No,High
Good,68.0,279.0,7.0,86.0,9.0,0.0,0.0,89.0,10-19 months,unknown delinquency,30 days delinquent,9.0,2.0,78.0,5-9 months,0.0,90.0,2.0,4.0,2.0,100.0,Yes,High Risk,Yes,High
Bad,62.0,106.0,8.0,46.0,21.0,0.0,0.0,95.0,0-9 months,30 days delinquent,30 days delinquent,21.0,3.0,33.0,0-4 months,5.0,62.0,3.0,4.0,1.0,78.0,Yes,High Risk,Yes,High
Good,85.0,143.0,25.5,79.0,26.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,0.0,15.0,0-4 months,2.0,3.0,3.0,1.0,0.0,50.0,No,Low Risk,No,Low
Bad,70.0,113.0,13.0,21.0,9.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,0.0,11.0,0-4 months,2.0,20.0,3.0,1.0,1.0,50.0,No,High Risk,No,High
Good,50.0,130.0,7.0,63.0,10.0,2.5,2.6,72.5,0-9 months,derogatory comment,derogatory comment,17.0,1.0,12.0,0-4 months,0.0,13.0,4.0,1.0,1.0,88.0,Yes,High Risk,Yes,Low
Good,78.0,141.0,9.0,64.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,20.0,1.0,35.0,No inquiries,0.0,48.0,1.0,4.0,1.0,75.0,No,Low Risk,No,High
Bad,80.0,74.0,12.0,39.0,7.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,7.0,0.0,71.0,0-4 months,3.0,1.0,1.0,4.0,0.0,83.0,No,Low Risk,No,Low
Bad,66.0,133.0,6.0,77.0,23.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,26.0,2.0,42.0,0-4 months,3.0,105.0,6.0,2.0,2.5,100.0,No,High Risk,No,High
Good,84.0,145.0,3.0,54.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,15.0,1.0,27.0,5-9 months,0.0,13.0,1.0,3.0,0.0,40.0,No,Low Risk,No,Low
Bad,73.0,182.0,5.0,94.0,5.0,1.0,0.0,72.5,0-9 months,30 days delinquent,60 days delinquent,10.0,1.0,30.0,0-4 months,1.0,14.0,1.0,2.0,0.0,75.0,Yes,Low Risk,Yes,Low
Good,82.0,192.0,5.0,91.0,47.0,1.0,1.0,92.0,30-39 months,unknown delinquency,120+ days delinquent,6.0,2.0,39.0,0-4 months,1.0,6.0,4.0,2.0,0.0,33.0,Yes,Low Risk,Yes,Low
Good,68.0,258.0,3.0,117.0,36.0,1.0,1.0,90.0,10-19 months,derogatory comment,30 days delinquent,41.0,4.0,18.0,No inquiries,0.0,12.0,6.0,2.0,1.0,35.0,Yes,High Risk,Yes,Low
Bad,67.0,325.0,13.0,106.0,12.0,0.0,0.0,72.5,0-9 months,30 days delinquent,30 days delinquent,33.0,0.0,38.0,No inquiries,0.0,92.0,2.0,2.0,1.0,80.0,Yes,High Risk,Yes,High
Bad,76.0,168.0,12.0,63.0,21.0,1.0,1.0,88.0,60-69 months,unknown delinquency,90 days delinquent,24.0,0.0,54.0,15-19 months,0.0,48.0,3.0,6.0,0.0,69.0,Yes,Low Risk,Yes,High
Good,67.0,117.0,5.0,61.0,26.0,0.0,0.0,93.0,30-39 months,unknown delinquency,30 days delinquent,27.0,3.0,15.0,0-4 months,1.0,86.0,5.0,1.0,2.5,67.0,Yes,High Risk,Yes,High
Good,91.0,217.0,25.5,128.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,0.0,9.0,5-9 months,0.0,2.0,2.0,2.0,0.0,22.0,No,Low Risk,No,Low
Bad,61.0,51.0,2.0,25.0,16.0,0.0,0.0,88.0,20-29 months,unknown delinquency,30 days delinquent,17.0,2.0,18.0,No inquiries,1.0,43.0,6.0,2.0,1.0,69.0,Yes,High Risk,Yes,High
Good,88.0,199.0,6.0,78.0,13.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,1.0,14.0,No inquiries,0.0,14.0,2.0,2.0,0.0,67.0,No,Low Risk,No,Low
Bad,59.0,136.0,6.0,42.0,18.0,0.0,0.0,89.0,10-19 months,unknown delinquency,30 days delinquent,18.0,4.0,28.0,0-4 months,1.0,44.0,5.0,2.0,2.5,50.0,Yes,High Risk,Yes,High
Good,72.0,253.0,2.0,70.0,30.0,1.0,0.0,94.0,50-59 months,unknown delinquency,60 days delinquent,34.0,5.0,38.0,0-4 months,2.0,15.0,8.0,3.0,0.0,67.0,Yes,Low Risk,Yes,Low
Good,88.0,278.0,25.5,155.0,4.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,5.0,0.0,40.0,0-4 months,0.0,6.0,1.0,1.0,1.0,100.0,No,Low Risk,No,Low
Bad,62.0,85.0,13.0,42.0,14.0,1.0,1.0,80.0,0-9 months,30 days delinquent,90 days delinquent,15.0,0.0,27.0,No inquiries,0.0,49.0,3.0,1.0,1.0,67.0,Yes,High Risk,Yes,High
Bad,54.0,111.0,19.0,57.0,10.0,1.0,0.0,72.5,10-19 months,30 days delinquent,60 days delinquent,11.0,0.0,45.0,0-4 months,0.0,84.0,4.0,3.0,2.5,100.0,Yes,High Risk,Yes,High
Good,82.0,257.0,3.0,108.0,45.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,46.0,3.0,28.0,No inquiries,1.0,3.0,2.0,3.0,0.0,46.0,No,Low Risk,No,Low
Bad,76.0,137.0,3.0,62.0,31.0,1.0,1.0,91.0,10-19 months,unknown delinquency,120+ days delinquent,33.0,5.0,36.0,0-4 months,0.0,9.0,4.0,1.0,0.0,36.0,Yes,Low Risk,Yes,Low
Bad,73.0,102.0,2.0,41.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,23.0,2.0,35.0,0-4 months,0.0,21.0,4.0,4.0,1.0,62.0,No,Low Risk,No,High
Bad,80.0,250.0,5.0,92.0,40.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,42.0,3.0,17.0,0-4 months,2.0,19.0,7.0,1.0,1.0,45.0,No,Low Risk,No,Low
Bad,70.0,56.0,8.0,26.0,8.0,0.0,0.0,88.0,10-19 months,30 days delinquent,30 days delinquent,8.0,1.0,38.0,0-4 months,1.0,3.0,1.0,3.0,0.0,100.0,Yes,High Risk,Yes,Low
Bad,89.0,179.0,5.0,77.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,1.0,41.0,No inquiries,0.0,1.0,1.0,3.0,0.0,80.0,No,Low Risk,No,Low
Bad,57.0,134.0,3.0,66.0,36.0,0.0,0.0,97.0,20-29 months,unknown delinquency,30 days delinquent,36.0,3.0,25.0,0-4 months,2.0,64.0,9.5,5.0,2.5,71.0,Yes,High Risk,Yes,High
Good,66.0,203.0,2.0,64.0,21.0,1.0,0.0,83.0,0-9 months,30 days delinquent,60 days delinquent,23.0,2.0,26.0,0-4 months,1.0,14.0,3.0,2.0,0.0,38.0,Yes,High Risk,Yes,Low
Good,90.0,217.0,25.5,90.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,10.0,0.0,30.0,0-4 months,1.0,1.0,4.0,1.0,0.0,63.0,No,Low Risk,No,Low
Bad,68.0,184.0,17.0,60.0,24.0,0.0,0.0,80.0,0-9 months,30 days delinquent,30 days delinquent,25.0,0.0,40.0,0-4 months,0.0,13.0,1.0,3.0,1.0,50.0,Yes,High Risk,Yes,Low
Bad,77.0,186.0,25.5,73.0,9.0,1.0,1.0,90.0,No Usable/Valid,unknown delinquency,90 days delinquent,10.0,0.0,30.0,0-4 months,0.0,0.0,2.0,1.0,0.0,43.0,Yes,Low Risk,Yes,Low
Good,56.0,274.0,3.0,95.0,43.0,0.0,0.0,89.0,0-9 months,30 days delinquent,30 days delinquent,44.0,4.0,23.0,0-4 months,1.0,58.0,9.5,6.0,2.5,72.0,Yes,High Risk,Yes,High
Good,78.0,114.0,2.0,32.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,9.0,3.0,67.0,0-4 months,2.0,39.0,1.0,1.0,0.0,67.0,No,Low Risk,No,High
Good,67.0,210.0,25.5,91.0,24.0,1.0,0.0,80.0,20-29 months,unknown delinquency,60 days delinquent,25.0,0.0,32.0,0-4 months,2.0,75.0,3.0,4.0,2.0,70.0,Yes,High Risk,Yes,High
Bad,61.0,74.0,14.0,59.0,20.0,2.0,2.0,90.0,10-19 months,derogatory comment,30 days delinquent,23.0,0.0,5.0,0-4 months,0.0,19.0,4.0,1.0,1.0,31.0,Yes,High Risk,Yes,Low
Bad,74.0,319.0,3.0,54.0,32.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,32.0,4.0,31.0,0-4 months,4.0,69.0,6.0,3.0,2.0,90.0,No,Low Risk,No,High
Good,64.0,111.0,5.0,50.0,14.0,2.0,2.0,81.0,30-39 months,unknown delinquency,derogatory comment,16.0,1.0,31.0,0-4 months,5.0,43.0,4.0,2.0,0.0,100.0,Yes,High Risk,Yes,High
Good,89.0,212.0,4.0,107.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,2.0,1.0,14.0,no “hard” inquiries,0.0,6.0,2.0,2.0,0.0,50.0,No,Low Risk,No,Low
Bad,71.0,143.0,12.0,65.0,19.0,2.0,2.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,0.0,21.0,No inquiries,0.0,22.0,2.0,2.0,0.0,50.0,No,Low Risk,No,High
Bad,59.0,99.0,1.0,57.0,8.0,2.5,0.0,72.5,10-19 months,30 days delinquent,60 days delinquent,14.0,4.0,43.0,0-4 months,2.0,67.0,4.0,3.0,1.0,88.0,Yes,High Risk,Yes,High
Bad,71.0,161.0,3.0,42.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,39.0,1.0,22.0,15-19 months,0.0,59.0,4.0,3.0,2.5,62.0,No,Low Risk,No,High
Bad,69.0,410.0,1.0,124.0,48.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,52.0,7.5,23.0,0-4 months,1.0,41.0,9.5,2.0,1.0,58.0,No,High Risk,No,High
Good,90.0,247.0,13.0,96.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,0.0,33.0,No inquiries,0.0,0.0,0.0,1.0,0.0,25.0,No,Low Risk,No,Low
Good,87.0,146.0,6.0,85.0,6.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,6.0,1.0,50.0,5-9 months,0.0,14.0,1.0,2.0,0.0,75.0,No,Low Risk,No,Low
Good,60.0,192.0,17.0,100.0,28.0,2.0,1.0,74.0,0-9 months,30 days delinquent,60 days delinquent,34.0,0.0,26.0,No inquiries,3.0,85.0,9.5,2.0,2.5,93.0,Yes,High Risk,Yes,High
Bad,65.0,96.0,20.0,88.0,16.0,1.0,1.0,82.0,0-9 months,derogatory comment,derogatory comment,8.0,0.0,29.0,No inquiries,0.0,50.0,4.0,2.0,1.0,64.0,Yes,High Risk,Yes,High
Bad,60.0,316.0,3.0,84.0,19.0,1.0,0.0,80.0,0-9 months,30 days delinquent,60 days delinquent,22.0,3.0,45.0,0-4 months,1.0,85.0,6.0,4.0,2.0,91.0,Yes,High Risk,Yes,High
Good,84.0,264.0,2.0,87.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,20.0,2.0,35.0,0-4 months,3.0,14.0,2.0,2.0,1.0,36.0,No,Low Risk,No,Low
Good,73.0,162.0,3.0,74.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,24.0,2.0,48.0,No inquiries,3.0,70.0,5.0,2.0,1.0,100.0,No,Low Risk,No,High
Good,89.0,351.0,5.0,79.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,12.0,2.0,58.0,0-4 months,0.0,4.0,2.0,3.0,0.0,83.0,No,Low Risk,No,Low
Bad,57.0,10.0,5.0,7.0,6.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,6.0,6.0,50.0,No inquiries,0.0,97.0,3.0,2.0,1.0,100.0,No,High Risk,No,High
Good,74.0,454.0,5.0,66.0,20.0,0.0,0.0,90.0,30-39 months,unknown delinquency,30 days delinquent,27.0,2.0,20.0,0-4 months,2.0,41.0,4.0,1.0,2.0,83.0,Yes,Low Risk,Yes,High
Bad,79.0,181.0,5.0,77.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,2.0,43.0,0-4 months,3.0,42.0,3.0,4.0,1.0,78.0,No,Low Risk,No,High
Bad,65.0,79.0,22.0,54.0,6.0,1.0,0.0,75.0,0-9 months,30 days delinquent,60 days delinquent,8.0,0.0,38.0,No inquiries,1.0,77.0,4.0,1.0,0.0,100.0,Yes,High Risk,Yes,High
Good,85.0,132.0,7.0,62.0,29.0,0.0,0.0,100.0,No delinquencies,unknown delinquency,unknown delinquency,29.0,2.0,21.0,No inquiries,0.0,1.0,3.0,3.0,0.0,67.0,No,Low Risk,No,Low
Bad,66.0,51.0,4.0,24.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,12.0,4.0,58.0,0-4 months,4.0,28.0,2.0,3.0,1.0,71.0,No,High Risk,No,High
Good,92.0,343.0,14.0,154.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,0.0,28.0,no “hard” inquiries,0.0,3.0,3.0,2.0,0.0,38.0,No,Low Risk,No,Low
Bad,67.0,248.0,9.0,45.0,30.0,1.0,0.0,94.0,20-29 months,unknown delinquency,60 days delinquent,28.0,2.0,16.0,No inquiries,0.0,40.0,6.0,4.0,1.0,45.0,Yes,High Risk,Yes,High
Good,83.0,106.0,3.0,62.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,28.0,5.0,11.0,No inquiries,4.0,17.0,2.0,1.0,0.0,60.0,No,Low Risk,No,Low
Bad,60.0,21.0,9.0,13.0,3.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,3.0,2.0,33.0,No inquiries,0.0,94.0,2.0,1.0,2.0,100.0,No,High Risk,No,High
Bad,68.0,168.0,6.0,76.0,18.0,0.0,0.0,94.0,0-9 months,30 days delinquent,30 days delinquent,18.0,3.0,28.0,0-4 months,2.0,33.0,3.0,2.0,1.0,63.0,Yes,High Risk,Yes,High
Bad,68.0,329.0,2.0,80.0,32.0,1.0,1.0,91.0,20-29 months,unknown delinquency,30 days delinquent,34.0,3.0,33.0,0-4 months,5.0,31.0,7.0,1.0,2.0,57.0,Yes,High Risk,Yes,High
Bad,68.0,454.0,4.0,17.0,14.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,7.0,21.0,No inquiries,3.0,11.0,2.0,2.0,1.0,40.0,No,High Risk,No,Low
Good,78.0,179.0,1.0,81.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,26.0,5.0,15.0,0-4 months,3.0,12.0,5.0,2.0,0.0,44.0,No,Low Risk,No,Low
Good,84.0,213.0,7.0,62.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,1.0,32.0,No inquiries,2.0,13.0,4.0,2.0,0.0,50.0,No,Low Risk,No,Low
Bad,57.0,154.0,6.0,68.0,24.0,2.0,1.0,72.5,0-9 months,30 days delinquent,90 days delinquent,28.0,3.0,14.0,0-4 months,1.0,38.0,6.0,1.0,0.0,42.0,Yes,High Risk,Yes,High
Bad,61.0,143.0,4.0,103.0,2.0,2.0,2.0,72.5,30-39 months,unknown delinquency,derogatory comment,4.0,1.0,50.0,No inquiries,2.0,28.0,4.0,1.0,1.0,100.0,Yes,High Risk,Yes,High
Good,69.0,111.0,20.0,65.0,14.0,2.0,2.0,93.0,30-39 months,unknown delinquency,30 days delinquent,17.0,0.0,33.0,0-4 months,0.0,11.0,1.0,1.0,1.0,67.0,Yes,High Risk,Yes,Low
Good,72.0,400.0,3.0,104.0,38.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,39.0,5.0,18.0,0-4 months,0.0,37.0,9.0,2.0,2.5,63.0,No,Low Risk,No,High
Bad,70.0,132.0,1.0,41.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,23.0,7.5,22.0,No inquiries,3.0,50.0,3.0,1.0,1.0,50.0,No,High Risk,No,High
Bad,72.0,454.0,5.0,98.0,25.0,0.0,0.0,85.0,0-9 months,30 days delinquent,30 days delinquent,31.0,3.0,19.0,5-9 months,0.0,6.0,4.0,1.0,0.0,43.0,Yes,Low Risk,Yes,Low
Good,63.0,123.0,2.0,43.0,28.0,0.0,0.0,90.0,0-9 months,30 days delinquent,30 days delinquent,29.0,7.5,62.0,0-4 months,5.0,0.0,0.0,6.0,0.0,60.0,Yes,High Risk,Yes,Low
Good,76.0,270.0,5.0,97.0,19.0,2.5,2.6,95.0,60-69 months,unknown delinquency,derogatory comment,5.0,1.0,35.0,5-9 months,0.0,2.0,4.0,3.0,0.0,58.0,Yes,Low Risk,Yes,Low
Bad,65.0,79.0,9.0,40.0,11.0,1.0,0.0,77.0,0-9 months,30 days delinquent,60 days delinquent,13.0,1.0,46.0,0-4 months,2.0,0.0,0.0,2.0,1.0,75.0,Yes,High Risk,Yes,Low
Good,67.0,147.0,2.0,62.0,32.0,1.0,1.0,94.0,0-9 months,120+ days delinquent,120+ days delinquent,34.0,4.0,47.0,5-9 months,0.0,34.0,5.0,4.0,0.0,64.0,Yes,High Risk,Yes,High
Good,85.0,160.0,20.0,55.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,28.0,0.0,22.0,No inquiries,2.0,11.0,3.0,1.0,0.0,50.0,No,Low Risk,No,Low
Bad,65.0,340.0,2.0,81.0,48.0,0.0,0.0,89.0,0-9 months,30 days delinquent,30 days delinquent,53.0,3.0,25.0,0-4 months,5.0,6.0,9.0,5.0,1.0,56.0,Yes,High Risk,Yes,Low
Good,74.0,150.0,5.0,43.0,22.0,0.0,0.0,96.0,30-39 months,unknown delinquency,30 days delinquent,23.0,2.0,52.0,10-14 months,1.0,23.0,3.0,3.0,2.0,67.0,Yes,Low Risk,Yes,High
Bad,84.0,345.0,14.0,94.0,42.0,0.0,0.0,95.0,30-39 months,unknown delinquency,30 days delinquent,43.0,0.0,9.0,0-4 months,1.0,2.0,2.0,1.0,0.0,17.0,Yes,Low Risk,Yes,Low
Good,80.0,188.0,11.0,71.0,36.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,36.0,2.0,39.0,0-4 months,5.0,15.0,1.0,1.0,0.0,25.0,No,Low Risk,No,Low
Bad,59.0,225.0,2.0,73.0,48.0,0.0,0.0,98.0,0-9 months,30 days delinquent,30 days delinquent,53.0,6.0,54.0,0-4 months,5.0,45.0,7.0,3.0,2.0,83.0,Yes,High Risk,Yes,High
Bad,77.0,184.0,5.0,90.0,43.0,1.0,0.0,93.0,No Usable/Valid,unknown delinquency,60 days delinquent,44.0,1.0,34.0,0-4 months,3.0,14.0,9.0,1.0,1.0,77.0,Yes,Low Risk,Yes,Low
Bad,65.0,241.0,4.0,80.0,25.0,0.0,0.0,96.0,0-9 months,30 days delinquent,30 days delinquent,25.0,1.0,32.0,0-4 months,2.0,37.0,3.0,3.0,1.0,60.0,Yes,High Risk,Yes,High
Bad,69.0,124.0,5.0,51.0,29.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,29.0,4.0,21.0,No inquiries,1.0,51.0,7.0,3.0,1.0,77.0,No,High Risk,No,High
Bad,63.0,150.0,3.0,50.0,29.0,2.5,2.6,91.0,70-79 months,unknown delinquency,120+ days delinquent,32.0,4.0,75.0,No inquiries,5.0,33.0,1.0,6.0,1.0,73.0,Yes,High Risk,Yes,High
Good,76.0,381.0,5.0,120.0,18.0,1.0,1.0,89.0,40-49 months,unknown delinquency,120+ days delinquent,19.0,2.0,42.0,No inquiries,3.0,29.0,2.0,3.0,1.0,56.0,Yes,Low Risk,Yes,High
Good,88.0,330.0,2.0,93.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,1.0,32.0,0-4 months,1.0,3.0,6.0,1.0,0.0,64.0,No,Low Risk,No,Low
Bad,74.0,148.0,6.0,68.0,43.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,26.0,3.0,11.0,No inquiries,3.0,24.0,9.5,2.0,0.0,69.0,No,Low Risk,No,High
Bad,71.0,266.0,7.0,118.0,12.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,12.0,1.0,8.0,No inquiries,1.0,1.0,4.0,1.0,0.0,42.0,No,Low Risk,No,Low
Bad,88.0,133.0,15.0,71.0,35.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,37.0,0.0,51.0,0-4 months,2.0,8.0,1.0,2.0,0.0,33.0,No,Low Risk,No,Low
Bad,56.0,165.0,1.0,71.0,1.0,2.5,2.6,75.0,30-39 months,unknown delinquency,60 days delinquent,9.0,2.0,50.0,0-4 months,3.0,0.0,0.0,1.0,0.0,67.0,Yes,High Risk,Yes,Low
Good,70.0,132.0,2.0,64.0,20.0,1.0,1.0,92.0,0-9 months,30 days delinquent,30 days delinquent,26.0,4.0,4.0,0-4 months,1.0,1.0,1.0,2.0,0.0,13.0,Yes,High Risk,Yes,Low
Bad,70.0,166.0,25.5,94.0,17.0,2.0,1.0,89.0,30-39 months,unknown delinquency,120+ days delinquent,12.0,0.0,16.0,0-4 months,1.0,58.0,8.0,1.0,1.0,82.0,Yes,High Risk,Yes,High
Bad,69.0,126.0,2.0,48.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,2.0,43.0,0-4 months,1.0,79.0,5.0,3.0,2.5,67.0,No,High Risk,No,High
Good,62.0,118.0,25.5,65.0,17.0,0.0,0.0,89.0,0-9 months,30 days delinquent,30 days delinquent,18.0,0.0,22.0,15-19 months,0.0,30.0,3.0,2.0,1.0,63.0,Yes,High Risk,Yes,High
Bad,78.0,132.0,25.5,72.0,15.0,0.0,0.0,94.0,40-49 months,unknown delinquency,30 days delinquent,17.0,0.0,59.0,10-14 months,0.0,0.0,0.0,2.0,0.0,40.0,Yes,Low Risk,Yes,Low
Bad,66.0,218.0,2.0,83.0,19.0,2.5,1.0,78.0,10-19 months,unknown delinquency,90 days delinquent,27.0,2.0,59.0,0-4 months,1.0,61.0,2.0,6.0,1.0,67.0,Yes,High Risk,Yes,High
Good,86.0,454.0,11.0,98.0,32.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,1.0,9.0,15-19 months,0.0,20.0,3.0,1.0,0.0,38.0,No,Low Risk,No,High
Good,83.0,282.0,1.0,92.0,37.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,38.0,2.0,11.0,0-4 months,1.0,1.0,9.5,1.0,0.0,44.0,No,Low Risk,No,Low
Good,84.0,131.0,14.0,84.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,0.0,36.0,15-19 months,0.0,9.0,2.0,4.0,0.0,100.0,No,Low Risk,No,Low
Good,88.0,197.0,0.0,87.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,30.0,3.0,23.0,No inquiries,4.0,0.0,3.0,1.0,0.0,36.0,No,Low Risk,No,Low
Good,60.0,249.0,2.0,81.0,27.0,0.0,0.0,96.0,0-9 months,30 days delinquent,30 days delinquent,53.0,3.0,36.0,No inquiries,3.0,59.0,3.0,5.0,2.0,53.0,Yes,High Risk,Yes,High
Good,83.0,205.0,3.0,105.0,7.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,7.0,3.0,82.0,no “hard” inquiries,0.0,28.0,4.0,3.0,1.0,100.0,No,Low Risk,No,High
Bad,66.0,54.0,6.0,28.0,10.0,1.0,1.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,10.0,1.0,50.0,No inquiries,2.0,74.0,3.0,2.0,1.0,83.0,No,High Risk,No,High
Good,73.0,243.0,18.0,122.0,20.0,0.0,0.0,95.0,0-9 months,30 days delinquent,30 days delinquent,21.0,0.0,5.0,No inquiries,3.0,1.0,4.0,2.0,0.0,44.0,Yes,Low Risk,Yes,Low
Bad,73.0,221.0,13.0,72.0,12.0,0.0,0.0,92.0,30-39 months,unknown delinquency,30 days delinquent,12.0,0.0,25.0,No inquiries,0.0,94.0,2.0,2.0,2.0,67.0,Yes,Low Risk,Yes,High
Bad,66.0,259.0,4.0,108.0,10.0,2.5,2.6,100.0,No delinquencies,unknown delinquency,current and never delinquent,14.0,4.0,10.0,0-4 months,2.0,18.0,3.0,1.0,1.0,67.0,No,High Risk,No,Low
Good,78.0,185.0,2.0,86.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,2.0,29.0,0-4 months,5.0,40.0,3.0,2.0,1.0,75.0,No,Low Risk,No,High
Bad,76.0,150.0,11.0,54.0,14.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,15.0,1.0,40.0,0-4 months,0.0,32.0,4.0,2.0,0.0,75.0,No,Low Risk,No,High
Bad,73.0,107.0,10.0,70.0,20.0,0.0,0.0,95.0,No Usable/Valid,unknown delinquency,30 days delinquent,21.0,1.0,82.0,0-4 months,4.0,81.0,2.0,3.0,2.0,83.0,Yes,Low Risk,Yes,High
